"ID","u","s","m","l","luminance","chromatic_contrast","achromatic_contrast","vismodel","iluminante","substrato","saturation","mean_brightness","hue","H4","body_region","claw_type","carapace_type","identidade","carapace_color","autotomy","autotomy_latency","autotomy_trial","autotomy_exp_type","force1","force2","force3","max_force","weight_mg","data","size"
"X036_ll_br_c_brac_claro",0.191632365858772,0.374674042820743,0.447483475258994,0.491990733942385,0.450014941554792,0.727215018416988,11.4393334,"Peafowl","D65","substrato_barradorio",1.37482683544764,39.0862164111578,700,1.18042466998665,"Carapace","Brachychelous","Bright","ll_36","Bright","no",NA,NA,"by_time",0.25,0.15,0.11,0.25,74.7,"15iv2022",9.81
"X036_ll_br_q_brac_claro",0.120172798949479,0.252136555658985,0.358638344571709,0.368222516316089,0.348195992099385,1.65899810460198,9.8846955,"Peafowl","D65","substrato_barradorio",0.959372341105421,34.5352419227518,336,0.211312215989745,"Claw","Brachychelous","Bright","ll_36","Bright","no",NA,NA,"by_time",0.25,0.15,0.11,0.25,74.7,"15iv2022",18.91
"X037_ll_br_c_brac_escuro",0.0740790957087842,0.168067878468158,0.227247939152445,0.230531104690996,0.219036375103713,1.81796511418626,7.0754366,"Peafowl","D65","substrato_barradorio",1.47319615363771,18.2000045884123,700,1.06982085678748,"Carapace","Brachychelous","Dark","ll_37","Dark","no",NA,NA,"by_time",5.47,0.2,0.08,5.47,60,"15iv2022",10.59
"X037_ll_br_q_brac_escuro",0.134632065898326,0.284635752304256,0.405738659520029,0.398248520379857,0.388095121716225,1.78895609166167,10.54218,"Peafowl","D65","substrato_barradorio",1.24800005578182,40.2251215107303,335,-0.342389789413075,"Claw","Brachychelous","Dark","ll_37","Dark","no",NA,NA,"by_time",5.47,0.2,0.08,5.47,60,"15iv2022",19.46
"X038_ll_br_c_brac_claro",0.0461872646926234,0.0858242458767973,0.107244458818324,0.146602882652649,0.11662715594543,1.39940110692713,3.2557053,"Peafowl","D65","substrato_barradorio",1.60947937064893,11.2872172455398,700,0.644803736763172,"Carapace","Brachychelous","Bright","ll_38","Bright","no",NA,NA,"by_time",8.56,8.58,0.03,8.58,58.7,"15iv2022",8.78
"X038_ll_br_q_brac_claro",0.0894940312520567,0.182212635837457,0.25388199072279,0.252641117885882,0.244396293970608,1.48776578491717,7.7393957,"Peafowl","D65","substrato_barradorio",1.40794619995969,26.85320682254,332,-0.776050186055873,"Claw","Brachychelous","Bright","ll_38","Bright","no",NA,NA,"by_time",8.56,8.58,0.03,8.58,58.7,"15iv2022",16.56
"X039_ll_br_c_brac_escuro",0.0443514663315578,0.0914601986624084,0.11940721041031,0.122255499166746,0.115774987221531,1.21806264478654,3.2112592,"Peafowl","D65","substrato_barradorio",1.49055664869606,10.211311852547,700,1.04270045199883,"Carapace","Brachychelous","Dark","ll_39","Dark","no",NA,NA,"by_time",12.54,1.3,0.01,12.54,62.2,"15iv2022",9.29
"X039_ll_br_q_brac_escuro",0.198963926478408,0.365761343358458,0.406552386028585,0.358936361734883,0.385954075280048,2.98775437089643,10.5086522,"Peafowl","D65","substrato_barradorio",1.04452855193546,44.4390784024674,339,-1.81757457267493,"Claw","Brachychelous","Dark","ll_39","Dark","no",NA,NA,"by_time",12.54,1.3,0.01,12.54,62.2,"15iv2022",17.79
"X040_ll_br_c_brac_claro",0.0713162353570025,0.123326153947451,0.159580380495629,0.15863259523734,0.153313295507725,1.28399491562668,4.9132894,"Peafowl","D65","substrato_barradorio",1.09389471923298,15.7127307610755,700,0.759041074343007,"Carapace","Brachychelous","Bright","ll_40","Bright","no",NA,NA,"by_time",1.24,2.62,2.99,2.99,79.9,"15iv2022",10.55
"X040_ll_br_q_brac_claro",0.16553646041132,0.274461656513975,0.298177756298494,0.267121812746321,0.284664414807415,3.32249062467735,8.663759,"Peafowl","D65","substrato_barradorio",0.891325670506013,33.8462706536025,338,-2.0062521453714,"Claw","Brachychelous","Bright","ll_40","Bright","no",NA,NA,"by_time",1.24,2.62,2.99,2.99,79.9,"15iv2022",20.5
"X041_ll_br_c_brac_escuro",0.043703124742989,0.0836867121137414,0.105187687983913,0.136062188582632,0.111672596610105,1.07294971645139,2.9926096,"Peafowl","D65","substrato_barradorio",1.6920945479845,10.4750994734302,700,0.764517653941387,"Carapace","Brachychelous","Dark","ll_41","Dark","no",NA,NA,"by_time",3.12,0.04,0.06,3.12,51.4,"15iv2022",9.63
"X041_ll_br_q_brac_escuro",0.0995435455789713,0.193358036941389,0.244224596208542,0.228728081945744,0.232667106027026,1.74230452017454,7.4413208,"Peafowl","D65","substrato_barradorio",1.23595423228937,24.449550479473,340,-0.396335055985787,"Claw","Brachychelous","Dark","ll_41","Dark","no",NA,NA,"by_time",3.12,0.04,0.06,3.12,51.4,"15iv2022",17.4
"X042_ll_br_c_brac_claro",0.0466367019187297,0.0881731234872646,0.0982509262425168,0.120713540753694,0.103988207718367,0.773535165011379,2.5605257,"Peafowl","D65","substrato_barradorio",1.53407935148052,10.1276788839801,700,0.853632220658134,"Carapace","Brachychelous","Bright","ll_42","Bright","no",NA,NA,"by_time",0.31,0.34,0.005,0.34,58.6,"15iv2022",9.24
"X042_ll_br_q_brac_claro",0.176207541822451,0.306428176166322,0.372753497077715,0.356985633315921,0.358770732632395,1.87951103905683,10.0660169,"Peafowl","D65","substrato_barradorio",0.729013497060795,40.0517482048176,340,-1.19704055420868,"Claw","Brachychelous","Bright","ll_42","Bright","no",NA,NA,"by_time",0.31,0.34,0.005,0.34,58.6,"15iv2022",17.71
"X043_ll_br_c_brac_escuro",0.0397340479526296,0.0647428018589615,0.0742214198680004,0.0906227647055926,0.0777249164673701,1.10211128328698,0.7962734,"Peafowl","D65","substrato_barradorio",1.44459795442994,8.4659588109396,700,0.500642290659174,"Carapace","Brachychelous","Dark","ll_43","Dark","no",NA,NA,"by_time",0.05,8.34,0.97,8.34,62.8,"15iv2022",10.85
"X043_ll_br_q_brac_escuro",0.0940152208399437,0.247748859095876,0.372780827306688,0.382559942557626,0.360824487316285,3.26692953613722,10.1006114,"Peafowl","D65","substrato_barradorio",1.20210930785352,31.6420320521639,576,0.682247650049136,"Claw","Brachychelous","Dark","ll_43","Dark","no",NA,NA,"by_time",0.05,8.34,0.97,8.34,62.8,"15iv2022",18.65
"X044_ll_br_c_brac_claro",0.10742957920784,0.222578048725041,0.284155231018412,0.31977831124568,0.286436317098447,0.937541363179205,8.7013665,"Peafowl","D65","substrato_barradorio",1.48212691982733,25.5772937716983,700,0.941653292243177,"Carapace","Brachychelous","Bright","ll_44","Bright","no",NA,NA,"by_time",1.5,0.2,0.1,1.5,45.2,"15iv2022",9.04
"X044_ll_br_q_brac_claro",0.179908226790776,0.358466448125154,0.444519437676958,0.425211627183061,0.426895011870548,1.64439163792113,11.1196809,"Peafowl","D65","substrato_barradorio",1.02344661173831,46.4880758982357,337,-0.834393489582631,"Claw","Brachychelous","Bright","ll_44","Bright","no",NA,NA,"by_time",1.5,0.2,0.1,1.5,45.2,"15iv2022",14.97
"X045_ll_br_c_brac_escuro",0.130275497455454,0.294985107613859,0.392912045839023,0.438356528424908,0.392384668155716,1.70719165946328,10.6087993,"Peafowl","D65","substrato_barradorio",1.38707247481738,34.9812719211198,700,0.828451667238567,"Carapace","Brachychelous","Dark","ll_45","Dark","no",NA,NA,"by_time",1.39,0.06,0,1.39,30,"15iv2022",9.22
"X045_ll_br_q_brac_escuro",0.0782557847589098,0.165014257749923,0.24902449267755,0.234306796716726,0.233129190246535,2.1761702791135,7.4533454,"Peafowl","D65","substrato_barradorio",1.52609776099877,25.0312494674297,333,-0.765205152503702,"Claw","Brachychelous","Dark","ll_45","Dark","no",NA,NA,"by_time",1.39,0.06,0,1.39,30,"15iv2022",14.61
"X046_ll_br_c_brac_claro",0.0995202716256077,0.184736289549348,0.233875651075076,0.227639414632925,0.223842692806598,1.43073989155719,7.2069865,"Peafowl","D65","substrato_barradorio",1.15761318614001,21.1965148707983,700,1.12040343062573,"Carapace","Brachychelous","Bright","ll_46","Bright","no",NA,NA,"by_time",4.08,3.3,0.03,4.08,76.4,"15iv2022",9.58
"X046_ll_br_q_brac_claro",0.183573601936062,0.329042594665319,0.385005494462854,0.354294901604112,0.36750171135409,2.37057160039174,10.2117407,"Peafowl","D65","substrato_barradorio",0.886681067006868,41.4439572146981,333,-1.59232362120403,"Claw","Brachychelous","Bright","ll_46","Bright","no",NA,NA,"by_time",4.08,3.3,0.03,4.08,76.4,"15iv2022",18.09
"X047_ll_br_c_brac_escuro",0.0728326065930755,0.122990178016831,0.135929135643131,0.149765459417344,0.137955224887085,1.65340679762434,4.2735661,"Peafowl","D65","substrato_barradorio",1.25803591507559,14.3410495158615,700,0.97516125614712,"Carapace","Brachychelous","Dark","ll_47","Dark","no",NA,NA,"by_time",0.06,0.2,0.67,0.67,54.3,"15iv2022",9.71
"X047_ll_br_q_brac_escuro",0.090301447028791,0.194242934901446,0.301031779563576,0.29579180944623,0.285927478100281,2.3628042587382,8.6905905,"Peafowl","D65","substrato_barradorio",1.20595378891397,28.5779228207427,331,-0.142908392037282,"Claw","Brachychelous","Dark","ll_47","Dark","no",NA,NA,"by_time",0.06,0.2,0.67,0.67,54.3,"15iv2022",18.1
"X048_ll_br_c_brac_claro",0.0665640309976208,0.130351864658825,0.173185958775903,0.203362314344743,0.176011776777319,0.971524635782239,5.7500615,"Peafowl","D65","substrato_barradorio",1.60927479456505,15.8083824906604,700,0.891854710961717,"Carapace","Brachychelous","Bright","ll_48","Bright","yes",58,NA,"by_time",0.03,0.03,0.01,0.03,68.8,"15iv2022",10.12
"X048_ll_br_q_brac_claro",0.112554698649197,0.27337152662836,0.393973673269161,0.401081854651195,0.381426974605827,2.52324064285553,10.4371433,"Peafowl","D65","substrato_barradorio",1.08607636371226,33.8977147406166,577,0.761165414747744,"Claw","Brachychelous","Bright","ll_48","Bright","yes",58,NA,"by_time",0.03,0.03,0.01,0.03,68.8,"15iv2022",19.2
"X049_ll_br_c_lep_escuro",0.0416334264268448,0.0796976739980986,0.0984895906885398,0.124312365516053,0.103874750594267,0.783314312647389,2.5539096,"Peafowl","D65","substrato_barradorio",1.56796531911447,9.66387999163614,700,0.826921663863322,"Carapace","Leptochelous","Dark","ll_49","Dark","yes",59,NA,"by_time",0.41,0.16,0.12,0.41,37.4,"15iv2022",8.92
"X049_ll_br_q_lep_escuro",0.173901053829464,0.328173128603363,0.408517615266367,0.381444918258955,0.388936801774499,1.83103403830313,10.5553097,"Peafowl","D65","substrato_barradorio",1.14975884957371,44.0422536792657,331,-1.24216044519368,"Claw","Leptochelous","Dark","ll_49","Dark","yes",59,NA,"by_time",0.41,0.16,0.12,0.41,37.4,"15iv2022",15.51
"X050_ll_br_c_brac_claro",0.0730491311508266,0.13794401103988,0.168650326273266,0.212059945023028,0.177676833751922,0.650770843670318,5.8071248,"Peafowl","D65","substrato_barradorio",1.6342207242776,16.5055597577709,700,0.865596787918243,"Carapace","Brachychelous","Bright","ll_50","Bright","no",NA,NA,"by_time",0.06,0.35,0.1,0.35,36.7,"15iv2022",9.28
"X050_ll_br_q_brac_claro",0.188525004974921,0.300963235397986,0.334420090002544,0.28753773685479,0.314502572178014,3.60797402995024,9.2678878,"Peafowl","D65","substrato_barradorio",1.06919393634428,37.7394794583377,345,-2.075283627833,"Claw","Brachychelous","Bright","ll_50","Bright","no",NA,NA,"by_time",0.06,0.35,0.1,0.35,36.7,"15iv2022",16.63
"X051_ll_br_c_lep_escuro",0.0499814890774096,0.0910768524979764,0.111269650071724,0.137717206698357,0.11620461698738,0.430760460027185,3.2337079,"Peafowl","D65","substrato_barradorio",1.44058637396605,11.8147341439948,700,0.604032513251073,"Carapace","Leptochelous","Dark","ll_51","Dark","no",NA,NA,"by_time",0.08,0.02,0.11,0.11,21.8,"15iv2022",8.45
"X051_ll_br_q_lep_escuro",0.0798301207227328,0.188712979428189,0.294807815627364,0.284525007711159,0.277558523168792,2.8830840844842,8.5105517,"Peafowl","D65","substrato_barradorio",1.33254945228589,26.739731738593,334,0.160964424133549,"Claw","Leptochelous","Dark","ll_51","Dark","no",NA,NA,"by_time",0.08,0.02,0.11,0.11,21.8,"15iv2022",13.36
"X052_ll_br_c_brac_claro",0.086758567246655,0.169150796183198,0.194439362179911,0.21742704276885,0.197618833491827,0.853306587251119,6.4518141,"Peafowl","D65","substrato_barradorio",1.36220463569935,18.89722987348,700,0.955748379169045,"Carapace","Brachychelous","Bright","ll_52","Bright","no",NA,NA,"by_time",0.36,2.3,0.03,2.3,26.8,"15iv2022",7.97
"X052_ll_br_q_brac_claro",0.108810661200711,0.253540350214505,0.369410872419339,0.3676456449318,0.353713088359366,2.36454664953249,9.9799717,"Peafowl","D65","substrato_barradorio",1.49544972031454,37.0685369136463,322,-0.41752857754782,"Claw","Brachychelous","Bright","ll_52","Bright","no",NA,NA,"by_time",0.36,2.3,0.03,2.3,26.8,"15iv2022",12.33
"X053_ll_br_c_brac_escuro",0.0873371126233756,0.177999296686377,0.224504657958344,0.25761810667537,0.228456945967069,0.791264225115912,7.3306485,"Peafowl","D65","substrato_barradorio",1.34553263378174,20.4274673471635,700,0.95758596295217,"Carapace","Brachychelous","Dark","ll_53","Dark","no",NA,NA,"by_time",0.48,1.2,0.6,1.2,27,"15iv2022",8.1
"X053_ll_br_q_brac_escuro",0.166137534583085,0.361559747799759,0.42476086546127,0.399697996265277,0.409024086419275,2.06353318913248,10.8605047,"Peafowl","D65","substrato_barradorio",0.818074458437042,41.2189233675281,333,0.55949834940884,"Claw","Brachychelous","Dark","ll_53","Dark","no",NA,NA,"by_time",0.48,1.2,0.6,1.2,27,"15iv2022",12.61
"X054_ll_br_c_brac_claro",0.0494810969856733,0.0853742712547269,0.0970480991132534,0.11981471752003,0.10252981858877,0.868315329661152,2.4749267,"Peafowl","D65","substrato_barradorio",1.35419418667817,10.6428651439739,700,0.656624781766188,"Carapace","Brachychelous","Bright","ll_54","Bright","no",NA,NA,"by_time",0.11,2.73,0.08,2.73,59.2,"15iv2022",9.65
"X054_ll_br_q_brac_claro",0.22750625750808,0.36116984472565,0.401717575001927,0.353205856632631,0.380064876415567,3.44849383131935,10.4154618,"Peafowl","D65","substrato_barradorio",0.807750646137596,44.5241286511493,351,-2.16843933308614,"Claw","Brachychelous","Bright","ll_54","Bright","no",NA,NA,"by_time",0.11,2.73,0.08,2.73,59.2,"15iv2022",18.09
"X055_ll_br_c_brac_escuro",0.0676270699344623,0.12774843914127,0.157187758705379,0.172346539004311,0.1576145399014,0.567018539066366,5.0809798,"Peafowl","D65","substrato_barradorio",1.46614428355638,14.3626575719903,700,1.0637556620747,"Carapace","Brachychelous","Dark","ll_55","Dark","no",NA,NA,"by_time",5.72,0.33,5.61,5.72,40.4,"15iv2022",8.98
"X055_ll_br_q_brac_escuro",0.0868941540067008,0.199357027913114,0.298000109622874,0.297451928402434,0.285427585195506,2.4378223748819,8.6799854,"Peafowl","D65","substrato_barradorio",1.39248450995114,28.8391153364929,326,-0.190777814815953,"Claw","Brachychelous","Dark","ll_55","Dark","no",NA,NA,"by_time",5.72,0.33,5.61,5.72,40.4,"15iv2022",14.99
"X056_ll_br_c_brac_claro",0.0452262744193807,0.0970807963790588,0.13433604957132,0.139202938544936,0.130004138746716,1.60466060359014,3.913791,"Peafowl","D65","substrato_barradorio",1.37501398312608,11.3450213570365,700,0.955861372749912,"Carapace","Brachychelous","Bright","ll_56","Bright","no",NA,NA,"by_time",0.02,0.008,0.01,0.02,51.3,"15iv2022",9.11
"X056_ll_br_q_brac_claro",0.0691415696266326,0.165488244188959,0.264201665620495,0.273803171780907,0.254787167755651,3.1572052004812,7.9917442,"Peafowl","D65","substrato_barradorio",1.44634635974511,25.7150747923102,330,-0.138649956913558,"Claw","Brachychelous","Bright","ll_56","Bright","no",NA,NA,"by_time",0.02,0.008,0.01,0.02,51.3,"15iv2022",16.48
"X057_ll_br_c_brac_escuro",0.0440934932829248,0.092585735988822,0.110350353847828,0.115641115343712,0.109092850414689,1.20434090070127,2.8509612,"Peafowl","D65","substrato_barradorio",1.48663815620167,9.79973323483408,700,1.06358484494258,"Carapace","Brachychelous","Dark","ll_57","Dark","no",NA,NA,"by_time",1.59,2.34,0.06,2.34,33.3,"15iv2022",9.15
"X057_ll_br_q_brac_escuro",0.165329522436949,0.340190381941119,0.441558922699596,0.421717440136431,0.422110077856134,1.61056068903825,11.0513658,"Peafowl","D65","substrato_barradorio",0.855173157740152,42.6042551893422,341,0.247364615522377,"Claw","Brachychelous","Dark","ll_57","Dark","no",NA,NA,"by_time",1.59,2.34,0.06,2.34,33.3,"15iv2022",12.05
"X058_ll_br_c_brac_claro",0.0975525120237683,0.202078005667435,0.24260280726668,0.253741269065646,0.239693678999095,1.15799498653252,7.6216424,"Peafowl","D65","substrato_barradorio",1.44555263814307,20.6582054177831,700,1.18062008154076,"Carapace","Brachychelous","Bright","ll_58","Bright","no",NA,NA,"by_time",4.54,0.51,0.43,4.54,71.8,"17iv2022",9.93
"X058_ll_br_q_brac_claro",0.0712395368962143,0.174692463041197,0.288273576480929,0.29451701981593,0.27625536945602,3.5105779973299,8.4820298,"Peafowl","D65","substrato_barradorio",1.20579440674033,25.7273668205884,337,0.284077868693071,"Claw","Brachychelous","Bright","ll_58","Bright","no",NA,NA,"by_time",4.54,0.51,0.43,4.54,71.8,"17iv2022",19.98
"X059_ll_br_c_brac_escuro",0.0419838759524759,0.0840676037990977,0.115766938893929,0.151712620573561,0.122748702202223,2.01274156125804,3.565748,"Peafowl","D65","substrato_barradorio",1.60980412316393,11.4212531860184,700,0.656656493924766,"Carapace","Brachychelous","Dark","ll_59","Dark","no",NA,NA,"by_time",0.53,0.49,0.59,0.59,61.8,"17iv2022",9.51
"X059_ll_br_q_brac_escuro",0.188489859974063,0.359836612870377,0.409826387953437,0.344673145214415,0.382145839845023,3.15979936565123,10.4485548,"Peafowl","D65","substrato_barradorio",0.825215471510945,40.0942975886747,339,3.10041848504513,"Claw","Brachychelous","Dark","ll_59","Dark","no",NA,NA,"by_time",0.53,0.49,0.59,0.59,61.8,"17iv2022",18.25
"X060_ll_br_c_brac_claro",0.0545523665677845,0.104207249151571,0.123400895039319,0.150399242240097,0.129317356581688,0.435618012062125,3.8816894,"Peafowl","D65","substrato_barradorio",1.51612689508441,11.8158943363159,700,0.979701042252005,"Carapace","Brachychelous","Bright","ll_60","Bright","no",NA,NA,"by_time",1.31,0.45,0.08,1.31,43.3,"17iv2022",8.85
"X060_ll_br_q_brac_claro",0.105142419276406,0.238507675464976,0.333524961598515,0.323410104183425,0.318399735224122,2.06038063175348,9.3425264,"Peafowl","D65","substrato_barradorio",1.31831242354721,32.8721806993532,336,-0.389654120744817,"Claw","Brachychelous","Bright","ll_60","Bright","no",NA,NA,"by_time",1.31,0.45,0.08,1.31,43.3,"17iv2022",15.24
"X061_ll_br_c_brac_escuro",0.0844944385450998,0.178418074988665,0.229909972063492,0.242607684899369,0.226050448811293,1.17797774859434,7.2664693,"Peafowl","D65","substrato_barradorio",0.963462284652912,20.0835258956178,684,1.01599202756297,"Carapace","Brachychelous","Dark","ll_61","Dark","no",NA,NA,"by_time",0.63,0.06,0.01,0.63,37,"17iv2022",9.15
"X061_ll_br_q_brac_escuro",0.04683079603581,0.118315949352231,0.218589862039897,0.213089193360887,0.204327947461097,4.45279181059813,6.6541547,"Peafowl","D65","substrato_barradorio",1.27603681623858,17.1813959828488,571,0.67688564511542,"Claw","Brachychelous","Dark","ll_61","Dark","no",NA,NA,"by_time",0.63,0.06,0.01,0.63,37,"17iv2022",19.23
"X062_ll_br_c_brac_claro",0.0962065625412305,0.182350287784942,0.222432273057071,0.311930501945159,0.244774696260949,1.54186173763331,7.7487722,"Peafowl","D65","substrato_barradorio",1.42332932521704,24.0324639416086,700,0.587825937521416,"Carapace","Brachychelous","Bright","ll_62","Bright","no",NA,NA,"by_time",1.53,0.3,0.83,1.53,50.4,"17iv2022",9.03
"X062_ll_br_q_brac_claro",0.138382602394358,0.305904411623652,0.432096486934685,0.42042617889641,0.411899508983435,1.97162890066536,10.9029615,"Peafowl","D65","substrato_barradorio",0.933988224319747,40.3999698840922,333,0.263985127065404,"Claw","Brachychelous","Bright","ll_62","Bright","no",NA,NA,"by_time",1.53,0.3,0.83,1.53,50.4,"17iv2022",16.75
"X063_ll_br_c_brac_escuro",0.0480074237001291,0.0954438837127623,0.132785203580587,0.158701643463062,0.135558664769917,1.51308013530749,4.1673559,"Peafowl","D65","substrato_barradorio",1.67266155277365,12.3090651315752,700,0.780061566642767,"Carapace","Brachychelous","Dark","ll_63","Dark","no",NA,NA,"by_time",5.11,0.51,0.09,5.11,54.9,"17iv2022",9.4
"X063_ll_br_q_brac_escuro",0.100901843378205,0.256905393114719,0.390398962299649,0.389593748070941,0.372945390142251,3.11026867992506,10.300856,"Peafowl","D65","substrato_barradorio",1.1213231368723,32.754363706863,569,0.704313200946775,"Claw","Brachychelous","Dark","ll_63","Dark","no",NA,NA,"by_time",5.11,0.51,0.09,5.11,54.9,"17iv2022",19.53
"X064_ll_br_c_brac_claro",0.0635435270226875,0.124341430422424,0.163586785572668,0.173132260919145,0.160350335609943,0.885340886329919,5.1852743,"Peafowl","D65","substrato_barradorio",1.34095584069531,14.761774890248,700,0.943367497598438,"Carapace","Brachychelous","Bright","ll_64","Bright","no",NA,NA,"by_time",0.004,0.07,0.02,0.07,45.3,"17iv2022",9
"X064_ll_br_q_brac_claro",0.0742349499478237,0.203739476104954,0.36405241317194,0.396482841859012,0.355405872234387,4.89605182608612,10.0089071,"Peafowl","D65","substrato_barradorio",1.40198506086709,33.0897222880995,325,0.127896830497304,"Claw","Brachychelous","Bright","ll_64","Bright","no",NA,NA,"by_time",0.004,0.07,0.02,0.07,45.3,"17iv2022",15.61
